OTUId,FEB-AS2-1,FEB-AS2-2,FEB-AS2-3,FEB-AS2-4,FEB-GA2-1,FEB-GA2-2,FEB-GA2-3,FEB-GA2-4,FEB-CW2-1,FEB-CW2-2,FEB-CW2-3,FEB-CW2-4,APR-AS2-1,APR-AS2-2,APR-AS2-3,APR-AS2-4,APR-GA2-1,APR-GA2-2,APR-GA2-3,APR-GA2-4,APR-CW2-1,APR-CW2-2,APR-CW2-3,APR-CW2-4,AUG-AS2-1,AUG-AS2-2,AUG-AS2-3,AUG-AS2-4,AUG-GA2-1,AUG-GA2-2,AUG-GA2-3,AUG-GA2-4,AUG-CW2-1,AUG-CW2-2,AUG-CW2-3,AUG-CW2-4,NOV-AS2-1,NOV-AS2-2,NOV-AS2-3,NOV-AS2-4,NOV-GA2-1,NOV-GA2-2,NOV-GA2-3,NOV-GA2-4,NOV-CW2-1,NOV-CW2-2,NOV-CW2-3,NOV-CW2-4,Chimer_ref,Chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:2106:19094:9559;size=205;,289,189,613,369,7,0,1,1,1,0,3,1,46,354,57,224,0,1,0,0,0,0,0,0,352,279,389,139,0,1,0,1,15,0,0,0,457,145,390,176,1,0,0,0,85,3,0,2,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1108:19501:37419;size=375;,371,74,101,35,77,29,16,56,147,124,190,107,84,222,106,802,101,89,81,33,14,92,30,0,130,19,23,137,22,34,66,19,142,76,177,33,53,30,113,25,56,11,34,75,68,56,41,61,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1115:18507:47249;size=161;,29,5,5,26,90,158,23,39,211,27,70,42,4,47,42,124,148,33,31,49,329,240,183,554,21,22,74,98,29,32,135,420,112,90,149,99,13,26,14,21,96,162,36,120,16,19,70,94,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1103:17013:61523;size=137;,41,65,243,75,100,651,12,103,35,39,55,15,15,30,22,264,36,35,26,38,3,30,10,4,105,404,220,187,2,16,62,43,30,56,53,111,185,104,82,150,59,26,49,305,20,52,29,178,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1102:2569:44798;size=288;,213,316,250,196,2,3,0,0,1,1,5,0,67,278,77,265,1,5,2,0,0,0,2,7,165,432,262,530,0,2,1,1,106,1,2,4,243,349,227,345,2,0,0,0,36,19,0,0,non_chimera_ref,non_chimera_denovo
A10_D1SF08P1:74:HTGTCBCXX:1:1103:14364:93528;size=3;,0,0,0,0,92,486,63,598,127,116,70,82,0,0,0,0,61,11,70,300,0,19,39,1,0,1,0,0,40,35,412,70,5,224,158,202,0,0,0,0,183,34,60,371,0,39,95,353,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1202:7822:94445;size=627;,19,0,0,2,70,33,54,134,138,56,296,131,42,27,69,412,322,193,73,121,187,194,210,48,6,0,9,2,106,71,32,110,117,82,167,62,0,0,1,0,101,109,81,69,40,156,144,69,CHIMERA_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1106:3726:34228;size=487;,0,0,0,0,165,536,66,155,89,50,372,73,3,0,8,1,111,141,115,154,6,49,30,49,0,0,0,0,132,209,123,126,40,211,164,440,0,0,0,0,96,36,113,97,0,83,91,217,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:2101:14770:11220;size=131;,28,43,12,0,146,388,15,139,129,131,76,77,13,8,19,53,97,98,26,89,22,6,94,0,1,1,2,2,79,105,621,71,205,88,114,162,1,1,1,2,215,18,103,440,129,110,28,121,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1108:8528:11750;size=240;,141,45,33,41,13,3,7,31,10,21,0,12,193,607,93,505,93,83,10,20,5,0,5,0,278,394,169,265,2,0,10,0,351,17,31,22,209,106,132,159,11,0,0,14,102,44,12,24,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1108:10859:53631;size=98;,114,48,5,21,252,305,57,359,91,77,142,62,104,34,10,88,173,199,122,83,48,18,20,1,54,28,14,31,45,53,142,82,40,117,119,342,5,28,42,61,54,119,49,113,45,118,70,112,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1112:9179:73021;size=70;,1,0,1,1,49,375,86,259,108,128,282,178,0,0,0,12,203,106,121,162,82,113,24,49,1,0,0,0,82,151,44,47,9,187,269,358,0,0,0,1,81,55,147,83,5,50,135,219,non_chimera_ref,non_chimera_denovo
B4_D1SF08P1:74:HTGTCBCXX:1:2106:3354:64460;size=281;,5,1,0,0,39,139,55,85,155,68,101,54,3,7,8,42,238,72,80,140,86,63,67,2,2,0,0,0,31,125,265,526,35,202,290,141,0,0,0,0,177,188,133,240,5,70,150,125,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:2102:15328:98008;size=169;,2,0,1,0,71,165,59,166,149,119,643,148,30,4,25,31,68,60,46,95,174,174,76,117,1,0,0,0,60,115,162,84,23,87,135,274,0,0,0,0,121,175,199,130,8,52,48,106,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:2201:18289:39338;size=376;,37,35,106,38,86,149,18,71,27,24,60,11,18,28,29,637,79,27,28,36,2,13,3,0,71,283,314,237,5,17,89,146,67,88,48,89,101,142,69,177,25,124,40,241,24,75,38,128,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1107:9521:54291;size=152;,0,0,0,0,0,21,1,2,274,262,36,61,1,2,0,0,9,2,1,2,13,25,99,29,0,0,0,0,9,18,674,173,2,11,3,2,0,0,0,0,316,76,57,1938,0,5,3,7,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1110:15882:67401;size=329;,0,0,0,0,18,36,57,84,125,129,187,145,5,0,9,6,45,94,100,125,11,126,95,66,0,0,1,1,52,123,159,142,52,135,387,179,0,0,0,0,225,242,216,247,0,85,167,171,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1102:1998:60464;size=317;,0,1,0,0,12,127,88,128,127,110,243,196,0,1,3,3,146,70,180,143,73,158,50,56,1,1,1,1,74,228,138,130,9,212,326,294,0,0,0,1,151,92,115,91,4,22,133,98,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1110:11609:72775;size=441;,195,47,77,43,2,2,0,0,0,0,0,0,155,732,112,413,0,6,1,0,0,0,0,0,448,338,47,193,0,1,0,0,149,0,0,0,197,158,333,215,0,0,0,0,107,10,0,0,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1114:7267:30519;size=267;,249,262,425,336,0,0,0,1,0,1,0,1,28,199,14,146,0,0,0,0,0,0,0,0,170,289,168,140,0,0,0,0,7,1,0,0,385,289,336,468,0,0,0,0,52,0,0,1,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1108:16641:51279;size=185;,12,2,1,0,13,375,72,228,138,93,126,83,30,18,10,63,24,14,161,168,52,99,134,24,3,0,2,3,34,39,168,128,55,105,210,318,0,0,0,0,168,198,112,139,26,12,87,207,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1102:7822:12543;size=138;,230,598,1020,128,22,0,1,1,1,0,0,0,108,111,29,345,2,5,0,1,0,0,0,0,210,57,114,64,0,0,0,0,72,1,0,0,214,63,253,57,0,0,0,0,210,12,0,1,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:2102:1296:82008;size=327;,109,29,48,34,79,76,26,70,116,158,210,116,40,177,47,215,108,76,48,64,69,60,53,19,88,29,53,54,44,65,97,100,94,60,94,159,17,17,58,31,149,73,56,240,54,92,43,67,non_chimera_ref,non_chimera_denovo
B3_D1SF08P1:74:HTGTCBCXX:1:1108:5939:56590;size=348;,39,8,21,15,20,11,79,170,39,66,189,128,27,94,36,191,322,105,133,156,103,83,67,35,50,34,36,67,35,119,34,58,46,124,260,164,2,8,14,2,81,67,43,96,23,78,127,169,non_chimera_ref,non_chimera_denovo
C10_D1SF08P1:74:HTGTCBCXX:1:1110:6377:98540;size=3;,1,2,1,0,46,473,73,377,63,118,234,122,3,1,1,4,105,49,101,234,12,81,26,5,5,0,0,1,82,131,100,16,11,133,165,304,1,2,2,0,121,28,85,103,4,15,109,243,non_chimera_ref,non_chimera_denovo
C3_D1SF08P1:74:HTGTCBCXX:1:2104:6964:96909;size=7;,115,107,162,248,39,155,12,52,26,28,81,40,89,107,41,268,53,85,25,42,10,18,18,0,145,152,133,151,24,20,37,14,94,18,29,90,260,80,245,135,32,26,24,40,46,72,9,27,CHIMERA_ref,non_chimera_denovo
C3_D1SF08P1:74:HTGTCBCXX:1:1111:19070:75891;size=5;,8,6,16,102,0,0,0,0,0,0,0,0,4,52,1,8,0,0,0,0,0,0,0,0,241,903,420,236,0,1,1,0,0,0,0,0,69,118,271,1229,1,0,0,0,1,0,0,0,CHIMERA_ref,non_chimera_denovo
B3_D1SF08P1:74:HTGTCBCXX:1:1204:7435:61469;size=207;,77,17,19,25,103,194,38,71,95,69,100,50,35,30,33,121,118,108,61,75,58,46,60,0,58,27,34,20,42,96,183,153,86,140,221,123,45,18,43,12,111,102,58,186,37,109,71,81,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1109:17961:52217;size=169;,91,148,101,150,13,0,0,3,0,0,0,0,67,361,45,203,6,6,0,0,1,0,0,0,110,283,157,475,0,0,0,0,70,0,0,0,308,268,116,529,0,0,0,0,74,17,0,0,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1209:9600:48153;size=429;,245,81,903,222,6,10,0,2,1,7,1,1,30,173,2,191,1,2,1,3,0,0,1,0,186,179,258,104,0,0,4,1,2,0,3,3,303,63,328,223,1,1,0,25,9,0,0,0,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1202:12887:75571;size=119;,59,12,3,105,32,8,21,11,142,37,61,35,11,97,135,256,74,80,37,31,70,123,49,21,85,78,91,681,10,23,28,77,48,27,122,41,37,81,27,20,64,166,58,47,25,87,68,61,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:2108:8135:66156;size=437;,5,1,3,3,18,61,50,111,157,48,78,57,2,19,59,100,311,54,106,145,210,190,96,34,0,0,1,2,33,47,119,73,29,100,314,228,2,2,2,3,166,66,73,69,1,30,193,63,non_chimera_ref,non_chimera_denovo
B4_D1SF08P1:74:HTGTCBCXX:1:1102:20942:54132;size=246;,4,0,0,0,65,61,38,24,157,33,92,73,6,12,11,90,113,49,56,85,60,61,56,23,11,0,1,0,87,222,167,136,71,157,235,193,1,0,1,0,206,135,171,198,24,70,152,122,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:2108:19354:62829;size=127;,64,34,15,10,145,190,18,70,190,53,14,10,22,66,20,172,195,102,20,59,1,8,18,1,53,19,238,56,14,15,165,46,144,69,159,41,53,14,38,7,47,102,18,287,74,157,80,114,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1101:12713:9632;size=267;,0,0,0,0,23,32,60,13,207,55,201,86,0,0,6,2,157,161,116,67,106,293,174,142,0,0,0,10,21,90,70,188,8,93,146,120,1,0,0,0,164,214,116,96,0,18,123,108,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1102:8487:54668;size=236;,128,41,169,25,11,21,11,42,15,4,38,22,86,394,76,379,56,31,18,21,0,14,12,0,401,282,102,171,11,32,12,8,46,24,44,31,148,118,178,117,11,3,14,14,25,24,14,39,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:2106:4953:13011;size=237;,39,100,122,30,71,813,10,59,46,55,26,19,7,25,36,170,28,24,19,35,36,22,29,0,64,134,57,86,3,14,117,40,27,51,41,92,74,44,32,46,74,18,64,260,31,52,22,197,non_chimera_ref,non_chimera_denovo
B12_D1SF08P1:74:HTGTCBCXX:1:2105:9528:52163;size=99;,20,37,60,8,43,85,101,270,43,73,209,173,39,18,17,61,158,72,92,206,19,68,44,17,6,4,13,12,67,89,34,17,34,109,233,239,3,8,17,3,68,12,36,80,14,58,102,249,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1101:9824:51649;size=44;,48,165,94,46,150,21,54,47,137,95,266,78,193,45,22,376,75,38,23,43,18,17,11,11,98,12,26,61,15,14,30,30,199,32,369,40,9,6,58,21,14,8,50,30,70,78,25,19,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:1101:5140:29101;size=395;,140,24,219,245,0,0,0,0,0,0,1,0,6,112,0,73,0,0,0,0,0,0,0,0,251,188,402,474,0,0,0,0,0,0,0,0,421,252,317,235,1,0,0,0,0,0,0,1,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1116:10286:31997;size=15;,14,16,9,2,101,415,24,129,101,57,82,56,20,15,21,134,47,25,55,116,40,48,34,3,19,0,0,0,53,60,237,187,104,103,153,81,2,0,6,0,98,128,48,196,55,60,76,130,non_chimera_ref,non_chimera_denovo
B4_D1SF08P1:74:HTGTCBCXX:1:1114:16041:43621;size=142;,41,5,9,3,45,40,47,112,323,30,62,35,4,21,52,99,154,78,32,96,289,122,352,94,12,10,9,119,81,22,54,76,64,51,123,94,7,0,18,2,114,59,26,102,6,24,104,35,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:2105:14136:9612;size=2;,150,186,193,166,30,25,4,12,5,15,8,8,68,195,38,140,14,17,9,33,4,4,1,0,181,174,150,210,4,7,11,13,148,10,15,11,345,174,169,184,20,19,4,16,95,35,9,11,non_chimera_ref,non_chimera_denovo
B4_D1SF08P1:74:HTGTCBCXX:1:1105:10818:59406;size=5;,215,90,55,223,4,5,2,0,1,0,5,0,37,166,20,204,3,1,1,2,0,0,0,0,314,159,549,149,1,3,5,2,27,5,0,0,499,92,211,178,2,1,2,5,94,3,0,0,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:1114:1259:14169;size=141;,216,123,128,238,3,1,0,0,0,0,0,0,30,219,14,168,0,0,0,0,0,0,0,0,353,185,494,303,0,1,0,0,12,1,1,0,309,123,229,117,0,0,0,0,57,1,0,0,non_chimera_ref,non_chimera_denovo
A3_D1SF08P1:74:HTGTCBCXX:1:1101:17361:39217;size=167;,16,96,2161,79,0,0,0,3,0,0,1,1,1,26,0,10,0,0,0,0,0,0,0,0,20,75,59,65,0,0,0,0,0,0,1,0,234,109,30,304,0,0,0,0,0,0,0,0,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1102:2872:46639;size=346;,93,72,32,176,4,0,0,7,1,0,0,0,68,515,30,254,17,10,0,2,0,0,0,0,261,216,308,239,1,0,0,0,92,0,0,0,170,167,166,267,0,0,0,0,78,17,0,0,non_chimera_ref,non_chimera_denovo
B11_D1SF08P1:74:HTGTCBCXX:1:2213:8623:93968;size=79;,15,14,6,9,68,138,38,86,113,31,52,41,6,23,7,79,88,54,32,43,10,27,41,4,14,77,30,13,37,30,113,214,210,111,110,89,8,0,10,32,112,154,66,339,33,59,110,256,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:2112:9024:48592;size=418;,7,5,7,6,50,85,30,41,118,45,150,57,6,13,8,51,89,32,36,64,64,78,98,4,21,6,26,12,43,64,359,220,34,107,127,185,6,2,23,3,137,115,105,296,20,29,46,104,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1204:14185:24580;size=134;,0,0,1,1,5,457,14,120,115,167,167,74,0,0,0,0,0,1,115,16,236,107,47,49,0,0,0,0,164,100,259,145,0,11,20,121,0,0,0,0,150,186,212,90,0,0,10,60,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1114:8200:60606;size=311;,157,178,130,243,1,2,0,0,0,0,1,0,64,231,55,252,0,3,0,0,0,0,0,0,238,185,207,302,0,0,0,0,73,1,0,1,200,142,124,313,0,0,0,0,58,10,0,0,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1105:12742:63792;size=13;,238,128,63,70,57,9,1,5,5,4,3,2,97,141,43,317,12,22,1,3,0,1,0,0,446,29,98,37,1,7,34,10,513,8,3,2,114,22,203,24,11,4,2,20,311,39,2,6,CHIMERA_ref,non_chimera_denovo
B3_D1SF08P1:74:HTGTCBCXX:1:1101:11227:52703;size=80;,91,9,17,5,32,15,46,63,107,57,69,41,15,92,114,222,59,67,44,101,149,58,259,52,42,15,11,188,31,55,37,69,85,74,191,69,8,3,37,0,57,83,19,113,18,20,126,24,non_chimera_ref,non_chimera_denovo
B4_D1SF08P1:74:HTGTCBCXX:1:2211:9677:24467;size=332;,1,0,1,0,41,250,67,137,233,101,524,89,0,1,5,9,86,87,81,91,1,173,18,2,0,0,0,0,33,75,5,2,5,159,243,305,0,0,0,0,12,0,121,28,0,18,33,109,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1106:11209:52909;size=136;,204,161,81,4,81,57,27,100,78,62,159,90,67,112,34,210,202,115,41,29,0,47,46,0,105,4,1,3,17,72,66,24,102,56,158,77,1,1,44,0,54,15,45,75,63,106,11,35,non_chimera_ref,non_chimera_denovo
B12_D1SF08P1:74:HTGTCBCXX:1:2213:9476:94739;size=141;,6,1,0,0,69,127,44,72,91,90,111,63,6,5,2,33,64,37,23,79,19,16,24,2,0,0,0,0,33,62,271,276,47,121,102,99,0,0,2,0,136,166,77,471,16,71,48,158,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1110:12592:31575;size=249;,54,9,1,1,167,128,12,77,78,34,124,43,46,5,53,281,175,139,22,81,18,19,24,1,2,1,3,1,24,68,130,102,203,143,106,86,8,0,0,2,79,81,65,107,75,131,44,86,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1105:3256:97376;size=69;,108,152,129,106,141,86,6,60,25,15,36,20,160,151,40,285,50,74,12,14,5,8,7,0,138,79,96,100,14,15,14,10,121,10,31,23,192,106,118,63,19,13,21,22,76,128,8,28,non_chimera_ref,non_chimera_denovo
C1_D1SF08P1:74:HTGTCBCXX:1:1201:17525:86567;size=26;,58,282,193,116,0,0,0,0,0,0,0,0,16,191,49,33,0,0,0,0,0,0,0,0,122,202,112,77,0,0,0,0,0,0,0,0,686,260,294,399,0,0,0,1,38,0,0,0,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1112:5231:30558;size=81;,0,0,0,0,61,88,17,90,125,131,91,65,0,0,0,0,33,17,11,48,29,26,48,21,0,0,0,0,27,71,291,299,5,59,57,83,0,0,0,0,151,188,79,658,0,40,42,142,non_chimera_ref,non_chimera_denovo
B11_D1SF08P1:74:HTGTCBCXX:1:1209:12460:57737;size=88;,81,26,6,3,33,63,17,27,90,87,107,40,17,36,14,164,75,38,22,44,25,26,41,11,47,7,17,10,16,62,188,154,90,101,103,103,16,2,27,12,86,141,75,439,66,58,63,110,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1111:12979:100443;size=193;,44,5,30,23,37,35,29,51,143,54,123,90,14,62,67,434,290,116,66,37,151,189,126,0,18,6,18,25,13,24,42,44,23,37,103,113,15,13,19,3,39,32,23,61,9,58,32,57,non_chimera_ref,non_chimera_denovo
B7_D1SF08P1:74:HTGTCBCXX:1:1105:18102:51212;size=86;,0,1,0,1,41,268,51,263,98,114,156,118,2,0,0,0,50,41,66,117,5,31,38,0,0,1,0,0,191,140,99,74,23,105,120,211,0,0,0,0,129,50,81,103,8,7,90,150,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1101:6858:32308;size=285;,0,0,0,0,170,145,22,112,76,47,90,38,3,1,0,7,113,68,42,103,61,34,13,8,1,0,3,0,31,68,177,216,75,213,255,95,0,0,0,0,45,101,64,155,12,138,67,161,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1203:2769:85252;size=299;,2,0,1,0,47,237,10,465,83,193,243,143,1,0,4,2,31,19,25,86,11,53,18,48,0,0,0,0,79,89,234,31,13,68,62,100,0,0,1,1,95,22,75,244,4,13,31,141,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1105:20824:54844;size=383;,75,54,20,8,234,28,1,20,1,0,1,0,64,72,72,409,153,463,7,11,2,0,0,0,59,23,48,15,1,3,9,8,543,50,21,17,19,3,63,16,3,1,4,1,145,264,4,9,CHIMERA_ref,non_chimera_denovo
B4_D1SF08P1:74:HTGTCBCXX:1:2202:5524:74271;size=7;,24,43,107,48,71,273,12,51,31,40,136,14,3,18,20,102,53,33,20,35,3,5,14,0,48,96,45,92,5,30,125,69,41,48,31,87,104,58,38,83,89,35,74,415,24,54,30,104,non_chimera_ref,non_chimera_denovo
B11_D1SF08P1:74:HTGTCBCXX:1:1208:8464:84536;size=31;,0,0,0,0,42,90,24,61,126,127,215,80,0,0,0,0,35,7,13,49,18,15,52,13,0,0,0,0,33,62,261,91,1,76,51,73,0,1,0,1,162,47,133,811,0,33,37,135,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:1103:7919:79325;size=21;,54,6,0,27,30,33,25,32,101,127,83,31,31,142,22,208,115,67,53,42,117,45,63,32,61,26,77,83,41,36,82,74,62,64,104,106,9,14,45,1,100,108,59,164,19,32,54,65,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1110:14130:87332;size=251;,60,10,11,1,85,150,18,33,40,10,65,31,15,19,36,176,55,41,25,68,13,6,11,0,7,0,1,1,24,59,77,58,445,117,111,71,9,0,7,0,48,77,92,66,397,76,92,150,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:2111:3827:84628;size=44;,2,19,2,0,39,328,35,168,110,116,99,114,3,5,6,11,74,19,54,107,26,43,36,11,1,1,2,0,69,62,148,65,27,79,190,219,4,0,1,1,126,82,78,121,13,25,61,154,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1201:1900:60366;size=202;,15,0,0,9,76,213,19,231,18,29,35,27,28,62,42,202,238,200,29,93,18,4,29,0,57,7,81,21,30,21,55,26,204,60,194,90,1,1,13,0,50,7,12,38,46,132,64,104,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1101:12387:70939;size=231;,148,674,335,83,0,0,0,0,0,0,0,0,62,286,17,176,0,0,0,0,0,0,0,0,58,69,25,21,0,0,0,0,2,0,0,0,494,75,98,194,0,1,0,0,79,1,0,0,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1204:5500:98266;size=296;,1,0,0,0,39,101,28,55,178,74,193,79,2,0,11,4,190,95,70,68,186,190,43,41,0,0,0,0,16,69,94,110,36,129,200,121,1,0,0,0,88,46,57,109,1,53,86,34,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1213:4461:69454;size=109;,125,229,229,158,13,1,0,0,0,0,0,0,87,222,46,202,8,26,1,3,0,2,0,0,135,153,104,242,0,0,0,1,67,0,1,0,283,149,134,214,0,0,0,0,30,27,0,0,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:1203:7495:79151;size=66;,176,76,91,140,68,34,5,21,34,11,8,8,21,128,20,252,52,35,6,11,6,0,7,0,192,132,203,130,5,16,53,31,83,39,45,14,153,74,136,76,13,14,16,68,84,61,14,29,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1110:17183:7251;size=93;,0,0,0,0,8,234,25,71,121,68,174,51,0,0,0,0,13,1,60,70,46,53,48,16,0,0,0,0,35,89,243,218,1,159,141,122,0,0,0,1,124,97,85,256,0,1,69,164,non_chimera_ref,non_chimera_denovo
B10_D1SF08P1:74:HTGTCBCXX:1:1108:9646:60488;size=193;,0,0,0,0,10,81,34,20,100,58,130,86,0,0,0,1,17,3,42,39,25,44,53,45,0,0,0,0,28,114,423,437,7,61,71,71,0,0,0,0,156,170,96,281,0,7,53,94,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:1101:7684:11859;size=198;,76,52,54,143,29,4,10,21,141,10,5,2,6,207,93,127,93,9,11,14,146,57,247,63,101,62,62,211,19,3,3,19,113,7,75,4,112,82,90,94,30,7,0,33,9,11,40,35,non_chimera_ref,non_chimera_denovo
A10_D1SF08P1:74:HTGTCBCXX:1:1105:7121:8581;size=2;,2,0,0,0,74,223,30,124,90,47,117,38,0,0,4,3,103,37,32,90,22,17,24,5,0,0,0,0,32,82,211,91,36,163,226,175,0,0,1,0,72,47,63,185,10,65,63,230,non_chimera_ref,CHIMERA_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1110:12941:29995;size=157;,22,37,2,24,134,55,36,91,29,24,123,27,61,65,90,203,124,277,15,57,136,58,15,45,62,5,8,10,40,38,19,38,55,53,102,110,4,1,9,0,34,41,20,52,59,179,60,74,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:1115:3920:33164;size=95;,133,70,76,138,11,2,3,2,6,2,2,4,49,203,37,285,17,45,2,3,22,4,16,0,253,180,176,345,1,2,3,3,59,4,50,9,76,83,158,205,8,0,3,7,20,39,0,1,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1111:14564:40637;size=125;,78,43,50,11,36,305,24,182,27,19,52,41,119,64,77,338,70,32,59,74,19,5,9,0,37,5,5,1,23,30,32,21,163,29,54,102,31,6,35,1,50,35,15,50,119,43,37,153,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:2105:2100:79741;size=225;,33,26,32,6,117,247,33,128,51,41,75,13,5,21,23,53,76,50,29,73,24,9,30,0,39,24,45,94,4,23,60,55,21,96,59,109,27,61,44,22,69,25,41,235,18,93,45,244,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:1111:14070:64009;size=113;,126,61,24,75,25,3,9,20,1,12,13,11,132,204,44,324,88,84,7,10,1,8,15,0,145,218,151,240,10,3,4,6,128,10,9,5,79,70,62,117,16,2,5,11,72,73,4,6,non_chimera_ref,non_chimera_denovo
B1_D1SF08P1:74:HTGTCBCXX:1:2203:11351:70042;size=218;,130,105,203,79,0,0,0,0,0,0,1,1,33,204,36,102,0,1,2,0,0,1,0,0,69,208,142,334,0,1,0,1,68,0,2,1,314,217,139,268,2,5,0,2,46,5,0,1,non_chimera_ref,non_chimera_denovo
B2_D1SF08P1:74:HTGTCBCXX:1:1107:10612:42931;size=257;,224,65,167,103,0,1,0,0,0,0,0,0,8,154,11,102,0,0,1,0,0,0,0,0,131,144,148,210,0,1,0,0,0,0,0,0,558,216,221,248,0,0,0,0,7,0,0,0,CHIMERA_ref,non_chimera_denovo
